,code,url,creator,created_t,created_datetime,last_modified_t,last_modified_datetime,product_name,generic_name,quantity,packaging,packaging_tags,brands,brands_tags,categories,categories_tags,categories_en,origins,origins_tags,manufacturing_places,manufacturing_places_tags,labels,labels_tags,labels_en,emb_codes,emb_codes_tags,first_packaging_code_geo,cities,cities_tags,purchase_places,stores,countries,countries_tags,countries_en,ingredients_text,allergens,allergens_en,traces,traces_tags,traces_en,serving_size,no_nutriments,additives_n,additives,additives_tags,additives_en,ingredients_from_palm_oil_n,ingredients_from_palm_oil,ingredients_from_palm_oil_tags,ingredients_that_may_be_from_palm_oil_n,ingredients_that_may_be_from_palm_oil,ingredients_that_may_be_from_palm_oil_tags,nutrition_grade_uk,nutrition_grade_fr,pnns_groups_1,pnns_groups_2,states,states_tags,states_en,main_category,main_category_en,image_url,image_small_url,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,-butyric-acid_100g,-caproic-acid_100g,-caprylic-acid_100g,-capric-acid_100g,-lauric-acid_100g,-myristic-acid_100g,-palmitic-acid_100g,-stearic-acid_100g,-arachidic-acid_100g,-behenic-acid_100g,-lignoceric-acid_100g,-cerotic-acid_100g,-montanic-acid_100g,-melissic-acid_100g,monounsaturated-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,-alpha-linolenic-acid_100g,-eicosapentaenoic-acid_100g,-docosahexaenoic-acid_100g,omega-6-fat_100g,-linoleic-acid_100g,-arachidonic-acid_100g,-gamma-linolenic-acid_100g,-dihomo-gamma-linolenic-acid_100g,omega-9-fat_100g,-oleic-acid_100g,-elaidic-acid_100g,-gondoic-acid_100g,-mead-acid_100g,-erucic-acid_100g,-nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,-sucrose_100g,-glucose_100g,-fructose_100g,-lactose_100g,-maltose_100g,-maltodextrins_100g,starch_100g,polyols_100g,fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-estimate_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g
315166,7500326411182,http://world-en.openfoodfacts.org/product/7500326411182/sal-liquida-habanero-xcambo,grupoxcambo,1461201430,2016-04-21 01:17:10+00:00,1476889393,2016-10-19 15:03:13+00:00,Sal Liquida Habanero,Sal Liquida,90 ml,Botella PET,botella-pet,"Xcambo,Sal de Meteoro,Sal Xcambo","xcambo,sal-de-meteoro,sal-xcambo","Diabeticos,Gourmet,Sal Gourmet,Sal Liquida,Sal baja en sodio","es:diabeticos,es:gourmet,es:sal-gourmet,es:sal-liquida,es:sal-baja-en-sodio","es:Diabeticos,es:Gourmet,es:Sal-gourmet,es:Sal-liquida,es:Sal-baja-en-sodio","Mexico,Yucatán","mexico,yucatan","Mexico,Yucatan","mexico,yucatan",Comercio justo,en:fair-trade,Fair trade,,,,,,"Mexico,Yucatán,Mérida","Walmart,La Europea,Tlapaleria Gastronomica,La Carniceria,El Rancho 17,Benito Huerta,Jung,La Central Gourmet,MuiNatural,YaAxtal,Foodshop,Bio-Organicos,Bottega Culinaria",México,en:mexico,Mexico,Agua atalasohalina saturada al 26% y chile habanero de Yucatán.,,,,,,0.15 ml,,0.0, [ agua-atalasohalina-saturada-al-26-y-chile-habanero-de-yucatan -> es:agua-atalasohalina-saturada-al-26-y-chile-habanero-de-yucatan  ] ,,,0.0,,,0.0,,,,b,unknown,unknown,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",es:diabeticos,es:Diabeticos,http://en.openfoodfacts.org/images/products/750/032/641/1182/front.5.400.jpg,http://en.openfoodfacts.org/images/products/750/032/641/1182/front.5.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.07366,0.029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
315167,7500326536106,http://world-en.openfoodfacts.org/product/7500326536106/sal-liquida-citrus-xcambo,grupoxcambo,1461202572,2016-04-21 01:36:12+00:00,1476908330,2016-10-19 20:18:50+00:00,Sal Liquida Citrus,Sal Líquida,90 ml,Botella PET,botella-pet,"Xcambo,Sal de Meteoro,Sal Xcambo","xcambo,sal-de-meteoro,sal-xcambo","Baja en Sodio,Sal Liquida","es:baja-en-sodio,es:sal-liquida","es:Baja-en-sodio,es:Sal-liquida","Mexico,Yucatan","mexico,yucatan","Mexico,Yucatan,Merida","mexico,yucatan,merida",Comercio justo,en:fair-trade,Fair trade,,,,,,"Mexico,Yucatan,Merida","Walmart,La Europea,Tlapaleria Gastronomica,La Carniceria,El Rancho 17,Benito Huerta,Jung,La Central Gourmet,MuiNatural,YaAxtal,Foodshop,Bio-Organicos,Bottega Culinaria",México,en:mexico,Mexico,Agua atalasohalina saturada al 26% y cítricos de Yucatán.,,,,,,0.15 ml,,0.0, [ agua-atalasohalina-saturada-al-26-y-citricos-de-yucatan -> es:agua-atalasohalina-saturada-al-26-y-citricos-de-yucatan  ] ,,,0.0,,,0.0,,,,b,unknown,unknown,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",es:baja-en-sodio,es:Baja-en-sodio,http://en.openfoodfacts.org/images/products/750/032/653/6106/front.4.400.jpg,http://en.openfoodfacts.org/images/products/750/032/653/6106/front.4.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.07366,0.029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
315169,7500326536168,http://world-en.openfoodfacts.org/product/7500326536168/sal-liquida-xcambo-vainilla,grupoxcambo,1461203783,2016-04-21 01:56:23+00:00,1499628712,2017-07-09 19:31:52+00:00,Sal Liquida Xcambo Vainilla,Sal Liquida con Vainilla,90 ml,"Botella,PET,En conserva,♳","botella,pet,en-conserva,♳","Xcambo,Sal de Meteoro,Sal Xcambo","xcambo,sal-de-meteoro,sal-xcambo","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Comestibles,Condimentos,Especias,Sales,Vainilla,Abarrotes,Alimentos,Baja en Sodio,Diabéticos,Especies,Gourmet,Sal Liquida","en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments,en:spices,en:salts,en:vanilla,es:abarrotes,es:alimentos,es:baja-en-sodio,es:diabeticos,es:especies,es:gourmet,es:sal-liquida","Plant-based foods and beverages,Plant-based foods,Groceries,Condiments,Spices,Salts,Vanilla,es:Abarrotes,es:Alimentos,es:Baja-en-sodio,es:Diabeticos,es:Especies,es:Gourmet,es:Sal-liquida","México,Yucatán","mexico,yucatan","México,Yucatán,Merida","mexico,yucatan,merida",Comercio justo,en:fair-trade,Fair trade,,,,,,"Mexico,Yucatan,Merida","Walmart,La Europea,Tlapaleria Gastronomica,La Carniceria,El Rancho 17,Benito Huerta,Jung,La Central Gourmet,MuiNatural,YaAxtal,Foodshop,Bio-Organicos,Bottega Culinaria",México,en:mexico,Mexico,Agua atalasohalina saturada al 26% y vainilla negra.,,,,,,0.15 ml,,0.0, [ agua-atalasohalina-saturada-al-26-y-vainilla-negra -> es:agua-atalasohalina-saturada-al-26-y-vainilla-negra  ] ,,,0.0,,,0.0,,,,b,unknown,unknown,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:groceries,Groceries,http://en.openfoodfacts.org/images/products/750/032/653/6168/front.4.400.jpg,http://en.openfoodfacts.org/images/products/750/032/653/6168/front.4.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.07366,0.029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
315170,7500326536175,http://world-en.openfoodfacts.org/product/7500326536175/sal-liquida-cacao-xcambo,grupoxcambo,1461203035,2016-04-21 01:43:55+00:00,1499628711,2017-07-09 19:31:51+00:00,Sal Liquida Cacao,Sal Liquida,90 ml,"Botella,PET,En conserva,♳","botella,pet,en-conserva,♳","Xcambo,Sal de Meteoro,Sal Xcambo","xcambo,sal-de-meteoro,sal-xcambo","Comestibles,Condimentos,Sales,Baja en Sodio,Diabeticos,Gourmet,Sal Liquida","en:groceries,en:condiments,en:salts,es:baja-en-sodio,es:diabeticos,es:gourmet,es:sal-liquida","Groceries,Condiments,Salts,es:Baja-en-sodio,es:Diabeticos,es:Gourmet,es:Sal-liquida","Mexico,Yucatán","mexico,yucatan","Mexico,Yucatan,Merida","mexico,yucatan,merida",Comercio justo,en:fair-trade,Fair trade,,,,,,"Mexico,Yucatan,Merida","Walmart,La Europea,Tlapaleria Gastronomica,La Carniceria,El Rancho 17,Benito Huerta,Jung,La Central Gourmet,MuiNatural,YaAxtal,Foodshop,Bio-Organicos,Bottega Culinaria",México,en:mexico,Mexico,"Agua atalasohalina saturada al 26% y cacao criollo, cardamomo y café.",,,,,,0.15 ml,,0.0, [ agua-atalasohalina-saturada-al-26-y-cacao-criollo -> es:agua-atalasohalina-saturada-al-26-y-cacao-criollo  ]  [ cardamomo-y-cafe -> es:cardamomo-y-cafe  ] ,,,0.0,,,0.0,,,,c,unknown,unknown,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:groceries,Groceries,http://en.openfoodfacts.org/images/products/750/032/653/6175/front.4.400.jpg,http://en.openfoodfacts.org/images/products/750/032/653/6175/front.4.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,49.1,19.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,,
315271,7501055307906,http://world-en.openfoodfacts.org/product/7501055307906/agua-purificada-ciel,openfoodfacts-contributors,1436376048,2015-07-08 17:20:48+00:00,1499628660,2017-07-09 19:31:00+00:00,Agua purificada Ciel,Purified water,600 ml,"Bottle,PET,♳","bottle,pet,♳","Ciel,Coca-Cola,Bebidas Mundiales","ciel,coca-cola,bebidas-mundiales","Beverages,Waters,Non-sugared beverages,Purified water","en:beverages,en:waters,en:non-sugared-beverages,es:purified-water","Beverages,Waters,Non-sugared beverages,es:Purified-water",Mexico,mexico,"Monterrey,Nuevo León,Mexico","monterrey,nuevo-leon,mexico",,,,,,,,,"Monterrey,Nuevo León,Mexico",Oxxo,Mexico,en:mexico,Mexico,Purified water,,,,,,240 ml,,0.0, [ purified-water -> es:purified-water  ] ,,,0.0,,,0.0,,,,b,Beverages,Non-sugared beverages,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:beverages,Beverages,http://en.openfoodfacts.org/images/products/750/105/530/7906/front.5.400.jpg,http://en.openfoodfacts.org/images/products/750/105/530/7906/front.5.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.00529,0.00208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
315305,7501073800908,http://world-en.openfoodfacts.org/product/7501073800908/agua-mineral-de-manantial-penafiel,openfoodfacts-contributors,1505071998,2017-09-10 19:33:18+00:00,1505074965,2017-09-10 20:22:45+00:00,Agua mineral de Manantial Peñafiel,Agua mineral Peñafiel,2 l,"Plástico,PETE","plastico,pete",Peñafiel,penafiel,"sodas,Aguas minerales carbonatadas","en:beverages,en:carbonated-drinks,en:sodas,en:waters,en:mineral-waters,en:carbonated-waters,en:carbonated-mineral-waters,en:sugared-beverages","Beverages,Carbonated drinks,Sodas,Waters,Mineral waters,Carbonated waters,Carbonated mineral waters,Sugared beverages",,,México,mexico,"Kosher,Empresa socialmente responsable","en:kosher,es:empresa-socialmente-responsable","Kosher,es:Empresa-socialmente-responsable",,,,,,México,,México,en:mexico,Mexico,Agua mineral carbonatada,,,,,,240 ml,,0.0, [ agua-mineral-carbonatada -> es:agua-mineral-carbonatada  ] ,,,0.0,,,0.0,,,,a,Beverages,Sweetened beverages,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:beverages,Beverages,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0318,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
315309,7501086801121,http://world-en.openfoodfacts.org/product/7501086801121/agua-embotellada-sin-sodio-e-pura,openfoodfacts-contributors,1487739767,2017-02-22 05:02:47+00:00,1487741452,2017-02-22 05:30:52+00:00,Agua embotellada sin sodio,agua embotellada,600 ml,"Botella,Bottle","botella,bottle",e pura,e-pura,Agua,en:agua,Agua,,,,,,,,,,,,,Mexico,,Mexico,en:mexico,Mexico,   ,,,,,,240 ml,,0.0,,,,0.0,,,0.0,,,,b,unknown,unknown,"en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded","en:to-be-completed,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-to-be-validated,en:photos-uploaded","To be completed,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos to be validated,Photos uploaded",en:agua,Agua,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
321391,7613032733025,http://world-en.openfoodfacts.org/product/7613032733025/quezac,sevan,1339314256,2012-06-10 07:44:16+00:00,1497808373,2017-06-18 17:52:53+00:00,Quézac,Eau minérale naturelle avec adjonction de gaz carbonique,"1,15L","Bouteille,Plastique,bouteille","bouteille,plastique,bouteille",Quézac,quezac,"en:carbonated-drinks, en:waters, en:mineral-waters, en:carbonated-waters, en:carbonated-mineral-waters, en:non-sugared-beverages, en:beverages","en:beverages,en:carbonated-drinks,en:waters,en:mineral-waters,en:carbonated-waters,en:carbonated-mineral-waters,en:non-sugared-beverages","Beverages,Carbonated drinks,Waters,Mineral waters,Carbonated waters,Carbonated mineral waters,Non-sugared beverages","Cévennes,Causses,Source Diva,France","cevennes,causses,source-diva,france",,,,,,EMB 48122,emb-48122,"44.366667,3.533333",,quezac-lozere-france,"Rennes,France",Carrefour,France,en:france,France,eau minérale naturelle,,,,,,1 Litre,,0.0, [ eau-minerale-naturelle -> fr:eau-minerale-naturelle  ]  [ eau-minerale -> fr:eau-minerale  ]  [ eau -> fr:eau  ] ,,,0.0,,,0.0,,,,a,Beverages,Non-sugared beverages,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:beverages,Beverages,http://en.openfoodfacts.org/images/products/761/303/273/3025/front.16.400.jpg,http://en.openfoodfacts.org/images/products/761/303/273/3025/front.16.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.11,0.0433070866141732,,,,,,,,,,,,,,,,,,0.11,0.004,,0.017,,,0.0069,,,,0.00022,,,,,,,,,,,,,,0.0,0.0,,
321506,7613033125782,http://world-en.openfoodfacts.org/product/7613033125782/perrier-agrumes,nash,1360156933,2013-02-06 13:22:13+00:00,1497383165,2017-06-13 19:46:05+00:00,Perrier Agrumes,Eau gazeuse aromatisée,1l,"plastique,bouteille,bouteille - bouchon et opercule à recycler","plastique,bouteille,bouteille-bouchon-et-opercule-a-recycler",perrier,perrier,"en:carbonated-drinks, en:waters, en:carbonated-waters, en:flavored-waters, en:non-sugared-beverages, en:beverages","en:beverages,en:carbonated-drinks,en:waters,en:carbonated-waters,en:flavored-waters,en:non-sugared-beverages","Beverages,Carbonated drinks,Waters,Carbonated waters,Flavored waters,Non-sugared beverages",France,france,,,,,,EMB 30344,emb-30344,"43.733333,4.216667",,vergeze-gard-france,,,France,en:france,France,"Eau minérale naturelle, arômes naturels d'agrumes",,,,,,250 ml,,0.0, [ eau-minerale-naturelle -> fr:eau-minerale-naturelle  ]  [ eau-minerale -> fr:eau-minerale  ]  [ eau -> fr:eau  ]  [ aromes-naturels-d-agrumes -> fr:aromes-naturels-d-agrumes  ]  [ aromes-naturels-d -> fr:aromes-naturels-d  ]  [ aromes-naturels -> fr:aromes-naturels  ]  [ aromes -> fr:aromes  ] ,,,0.0,,,0.0,,,,b,Beverages,Non-sugared beverages,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-to-be-completed,en:packaging-code-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date to be completed,Packaging-code-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:beverages,Beverages,http://en.openfoodfacts.org/images/products/761/303/312/5782/front.4.400.jpg,http://en.openfoodfacts.org/images/products/761/303/312/5782/front.4.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,
322308,7613035010529,http://world-en.openfoodfacts.org/product/7613035010529/hepar,openfoodfacts-contributors,1424548224,2015-02-21 19:50:24+00:00,1493226743,2017-04-26 17:12:23+00:00,Hépar,Eau minérale naturelle,1 l,"Bouteille,Plastique","bouteille,plastique","Hépar,Nestlé","hepar,nestle","en:waters, en:mineral-waters, en:natural-mineral-waters, en:non-sugared-beverages, en:beverages","en:beverages,en:waters,en:mineral-waters,en:natural-mineral-waters,en:non-sugared-beverages","Beverages,Waters,Mineral waters,Natural mineral waters,Non-sugared beverages",,,,,,,,,,,,,France,U,France,en:france,France,Eau minérale naturelle,,,,,,1 l,,0.0, [ eau-minerale-naturelle -> fr:eau-minerale-naturelle  ]  [ eau-minerale -> fr:eau-minerale  ]  [ eau -> fr:eau  ] ,,,0.0,,,0.0,,,,a,Beverages,Non-sugared beverages,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:beverages,Beverages,http://en.openfoodfacts.org/images/products/761/303/501/0529/front.3.400.jpg,http://en.openfoodfacts.org/images/products/761/303/501/0529/front.3.200.jpg,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,0.03,0.0118110236220472,,,,,,,,,,,,,,,,,,,,,0.549,,,0.119,,,,,,,,,,,7.2,,,,,,,0.0,0.0,,
323009,7613035866386,http://world-en.openfoodfacts.org/product/7613035866386/eau-minerale-contrex,openfoodfacts-contributors,1491670665,2017-04-08 16:57:45+00:00,1504647295,2017-09-05 21:34:55+00:00,Eau Minérale,Eau minérale naturelle,1.5 l,"Plastique,Bouteille","plastique,bouteille",Contrex,contrex,"en:waters, en:mineral-waters, en:natural-mineral-waters, en:non-sugared-beverages, en:beverages","en:beverages,en:waters,en:mineral-waters,en:natural-mineral-waters,en:non-sugared-beverages","Beverages,Waters,Mineral waters,Natural mineral waters,Non-sugared beverages",Contrexéville,contrexeville,,,en:green-dot,en:green-dot,Green Dot,,,,,,"France,Nantes,Montargis","Carrefour,Leclerc",France,en:france,France,Eau minérale naturelle (source Contrex),,,,,,,,0.0, [ eau-minerale-naturelle -> fr:eau-minerale-naturelle  ]  [ eau-minerale -> fr:eau-minerale  ]  [ eau -> fr:eau  ]  [ source-contrex -> fr:source-contrex  ]  [ source -> fr:source  ] ,,,0.0,,,0.0,,,,a,Beverages,Non-sugared beverages,"en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded","en:to-be-checked,en:complete,en:nutrition-facts-completed,en:ingredients-completed,en:expiration-date-completed,en:packaging-code-to-be-completed,en:characteristics-completed,en:categories-completed,en:brands-completed,en:packaging-completed,en:quantity-completed,en:product-name-completed,en:photos-validated,en:photos-uploaded","To be checked,Complete,Nutrition facts completed,Ingredients completed,Expiration date completed,Packaging-code-to-be-completed,Characteristics completed,Categories completed,Brands completed,Packaging completed,Quantity completed,Product name completed,Photos validated,Photos uploaded",en:beverages,Beverages,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0372,,,0.0468,,,0.00745,,,,,,,,,,,,,,,,,,0.0,0.0,,
